geo_id	genes.detected	cell.type	donor	timepoint	donor.type	primer.mix	batch	plate	lineage	CD45RA	CD38	CD123	CD34	CD90	rnaseq	genotyping	genotypesall	qcgenotype	input.reads	unique.mapped	multimap	Total.sequences	Per.base.sequence.quality	GC.content	MReads	lib.size	unmapped	ercc.count	pc.uniquemapped	pc.multimap	pc.unmapped	pc.ingenes.total	pc.ercc	pc.mit.reads	pass.qc
CRKPL2_4H	3422	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-60	491	622	1244	4393	688	TRUE	TRUE	JAK2_HET	TRUE	2087973	1830500	175551	2087973	pass	47	116630	1254094	81922	19021	0.876687582	0.084077237	0.039235182	0.685110079	0.015167125	0.092999408	TRUE
CRKPL2_5A	2518	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	20	51	310	1109	3557	908	TRUE	TRUE	JAK2_WT	TRUE	1823652	1300562	166597	1823652	pass	43	60336	806571	356493	4831	0.713163476	0.091353504	0.19548302	0.620171126	0.005989553	0.074805566	TRUE
CRKPL2_5B	2651	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	55	741	119	475	5231	2190	TRUE	TRUE	JAK2_WT	TRUE	2345295	1906449	203084	2345295	pass	46	97570	1292718	235762	20130	0.812882388	0.086592092	0.10052552	0.678076361	0.015571842	0.075476631	TRUE
CRKPL2_5C	3177	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-80	577	-31	784	6677	1061	TRUE	TRUE	JAK2_HET	TRUE	1643011	1401872	134440	1643011	pass	47	82343	999709	106699	9342	0.853233484	0.08182538	0.064941136	0.713124308	0.009344719	0.082366969	TRUE
CRKPL2_5D	3005	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-121	552	339	1350	8339	186	TRUE	TRUE	JAK2_HET	TRUE	1724276	1416758	149549	1724276	pass	46	86299	846015	157969	7520	0.821653842	0.086731475	0.091614683	0.59714856	0.008888731	0.102006466	TRUE
CRKPL2_5E	2596	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-96	508	343	-259	6341	3299	TRUE	TRUE	JAK2_HET	TRUE	1555776	1292659	109099	1555776	pass	45	72609	820341	154018	13576	0.830877324	0.070125134	0.098997542	0.634615161	0.016549216	0.088510753	TRUE
CRKPL2_5F	2904	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-15	1502	318	1256	4412	1108	TRUE	TRUE	JAK2_WT	TRUE	2201809	1904217	182216	2201809	pass	47	124955	1275770	115376	14087	0.864842046	0.082757405	0.052400549	0.669970912	0.011041959	0.097944771	TRUE
CRKPL2_5G	3455	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-119	901	557	613	3691	410	TRUE	TRUE	JAK2_HET	TRUE	2217732	1960622	188138	2217732	pass	48	143956	1473534	68972	14130	0.884066244	0.084833515	0.031100241	0.751564555	0.009589192	0.097694386	TRUE
CRKPL2_5H	3369	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-129	128	371	750	5569	677	TRUE	TRUE	JAK2_HOM	TRUE	1981232	1768566	146117	1981232	pass	47	98897	1253819	66549	16481	0.892659719	0.073750575	0.033589706	0.708946683	0.01314464	0.078876616	TRUE
CRKPL2_6A	2992	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-45	387	331	361	3927	1056	TRUE	TRUE	JAK2_HET	TRUE	950655	542518	97482	950655	pass	43	27465	350222	310655	6238	0.570678111	0.102541932	0.326779957	0.645549088	0.01781156	0.078421687	TRUE
CRKPL2_6B	2965	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-5	161	354	528	3999	2504	TRUE	TRUE	JAK2_HET	TRUE	1263802	872786	116080	1263802	pass	45	50160	594377	274936	8918	0.690603433	0.091849831	0.217546736	0.681011153	0.015003945	0.084390883	TRUE
CRKPL2_6C	2406	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-54	290	14	436	3605	1817	TRUE	TRUE	JAK2_HET	TRUE	1454409	1033037	138877	1454409	pass	45	58065	689800	282495	13661	0.710279571	0.095486895	0.194233534	0.667739878	0.019804291	0.084176573	TRUE
CRKPL2_6E	3562	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-43	227	679	1500	5102	4827	TRUE	TRUE	JAK2_HET	TRUE	1203467	952228	102736	1203467	pass	46	58527	674506	148503	5487	0.791237317	0.085366695	0.123395988	0.70834506	0.008134842	0.08677017	TRUE
CRKPL2_6F	3521	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	17	185	491	1076	5501	880	TRUE	TRUE	JAK2_WT	TRUE	2024022	1716683	171604	2024022	pass	47	115674	1258319	135735	11984	0.848154318	0.084783663	0.067062018	0.732994385	0.009523817	0.091927405	TRUE
CRKPL2_6G	4293	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	96	1373	337	525	2845	316	TRUE	TRUE	JAK2_HET	TRUE	1853964	1607796	163527	1853964	pass	47	113361	1226522	82641	8707	0.867220723	0.088203978	0.044575299	0.762859218	0.007098935	0.092424759	TRUE
CRKPL2_6H	3687	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-94	1057	566	1265	5821	1198	TRUE	TRUE	JAK2_HET	TRUE	1573381	1365404	121150	1573381	pass	47	80989	1011891	86827	11381	0.867815234	0.076999786	0.055184981	0.741092746	0.011247259	0.080037277	TRUE
CRKPL2_7A	3444	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-21	423	265	1721	4185	1113	TRUE	TRUE	JAK2_WT	TRUE	675043	504229	60689	675043	pass	45	17330	352906	110125	4136	0.746958342	0.089903902	0.163137756	0.699892311	0.011719835	0.049106561	TRUE
CRKPL2_7B	3898	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	36	1682	570	1178	4469	315	TRUE	TRUE	JAK2_HET	TRUE	1715586	1405290	147474	1715586	pass	46	80828	1023250	162822	6602	0.819131189	0.085961298	0.094907513	0.728141522	0.006451991	0.078991449	TRUE
CRKPL2_7C	3151	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-30	420	437	1706	4222	687	TRUE	TRUE	JAK2_HET	TRUE	1565526	1213045	130921	1565526	pass	46	60293	850597	221560	9959	0.774848198	0.083627484	0.141524318	0.701208117	0.011708247	0.070883156	TRUE
CRKPL2_7D	3179	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	41	506	625	995	4635	565	TRUE	TRUE	JAK2_HET	TRUE	1102677	852343	96425	1102677	pass	47	59807	616545	153909	3933	0.77297613	0.087446278	0.139577592	0.723353157	0.006379096	0.097003463	TRUE
CRKPL2_7E	4194	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	54	491	662	407	2534	2816	TRUE	TRUE	JAK2_HET	TRUE	1483911	1219242	129488	1483911	pass	46	84474	892737	135181	6836	0.821640921	0.087261298	0.091097781	0.732206568	0.00765735	0.094623613	TRUE
CRKPL2_7F	3717	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-59	-94	638	2352	4069	738	TRUE	TRUE	JAK2_HET	TRUE	1798454	1469470	148636	1798454	pass	47	91693	1064638	180348	8575	0.817073998	0.08264654	0.100279462	0.724504753	0.008054381	0.086125988	TRUE
CRKPL2_7G	4364	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-165	3839	179	3544	2300	702	TRUE	TRUE	JAK2_HET	TRUE	2072514	1789338	169940	2072514	pass	47	89366	1340801	113236	11232	0.863365941	0.081997034	0.054637025	0.749327964	0.008377082	0.066651203	TRUE
CRKPL2_7H	3031	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	285	388	494	-189	4547	647	TRUE	TRUE	JAK2_WT	TRUE	2336839	1977189	191686	2336839	pass	46	94932	1356516	167964	22655	0.846095516	0.082027902	0.071876582	0.686083121	0.016700872	0.069982219	TRUE
CRKPL2_8A	3612	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	33	299	473	1754	2994	3061	TRUE	TRUE	JAK2_WT	TRUE	1334184	1059545	125119	1334184	pass	46	61842	783401	149520	7738	0.794152081	0.093779419	0.1120685	0.73937492	0.009877445	0.078940415	TRUE
CRKPL2_8B	2655	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-145	137	599	700	4665	201	TRUE	TRUE	JAK2_HET	TRUE	2548223	2092697	197701	2548223	pass	46	100683	1396688	257825	18358	0.82123778	0.077583869	0.101178351	0.667410523	0.013143952	0.072086966	TRUE
CRKPL2_8C	3081	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-50	206	602	172	6980	858	TRUE	TRUE	JAK2_HET	TRUE	2304012	1810992	189274	2304012	pass	46	75454	1252053	303746	15949	0.786016739	0.082149746	0.131833515	0.691363076	0.012738279	0.060264222	TRUE
CRKPL2_8D	2831	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-13	180	516	190	4508	1335	TRUE	TRUE	JAK2_HET	TRUE	1472316	1138185	121771	1472316	pass	47	46261	785190	212360	7932	0.77305755	0.082707109	0.144235341	0.68986149	0.010102014	0.05891695	TRUE
CRKPL2_8E	3456	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-94	1425	360	740	6990	1213	TRUE	TRUE	JAK2_HET	TRUE	1327193	1082493	116339	1327193	pass	46	73220	758638	128361	7857	0.815625911	0.087657937	0.096716152	0.700824855	0.010356718	0.09651507	TRUE
CRKPL2_8F	2878	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-60	459	628	726	4228	173	TRUE	TRUE	JAK2_WT	TRUE	4323877	3602654	368676	4323877	pass	46	192125	2548749	352547	34102	0.833199927	0.085265145	0.081534928	0.707464275	0.013379897	0.075380118	TRUE
CRKPL2_8G	2510	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-95	208	354	525	5734	567	TRUE	TRUE	JAK2_HET	TRUE	3449764	2995996	297838	3449764	pass	47	152678	2155017	155930	43416	0.868464046	0.086335761	0.045200193	0.719299024	0.020146477	0.070847701	TRUE
CRKPL2_8H	3388	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-80	103	669	359	4432	3306	TRUE	TRUE	JAK2_HET	TRUE	2835703	2523582	215900	2835703	pass	48	129632	1857112	96221	18718	0.889931703	0.076136323	0.033931974	0.735903173	0.010079091	0.069803006	TRUE
CRKPL2_9B	2851	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-67	514	638	484	3784	144	TRUE	TRUE	JAK2_HET	TRUE	2005995	1694056	173207	2005995	pass	47	104307	1172030	138732	17232	0.844496621	0.086344682	0.069158697	0.691848439	0.014702695	0.088996869	TRUE
CRKPL2_9C	3178	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-56	382	256	691	4940	3026	TRUE	TRUE	JAK2_HET	TRUE	1729468	1492451	134919	1729468	pass	48	93575	1034385	102098	10252	0.86295381	0.078011851	0.059034339	0.693078031	0.009911203	0.090464382	TRUE
CRKPL2_9E	2311	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	20	333	595	334	4296	831	TRUE	TRUE	JAK2_HET	TRUE	437110	339528	37942	437110	pass	45	23723	191117	59640	3894	0.776756423	0.086801949	0.136441628	0.562890248	0.020374954	0.124128152	TRUE
CRKPL2_9F	1909	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-24	187	295	1063	3661	307	TRUE	TRUE	JAK2_HET	TRUE	3002269	2399938	289697	3002269	pass	46	154537	1301415	312634	13059	0.79937474	0.096492686	0.104132574	0.542270259	0.010034462	0.118745366	TRUE
CRKPL2_9G	3783	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-125	406	457	870	6858	1730	TRUE	TRUE	JAK2_HET	TRUE	4028331	3419800	392799	4028331	pass	47	337153	2512094	215732	42191	0.84893719	0.097509117	0.053553693	0.734573367	0.016795152	0.134211936	TRUE
CRKPL2_9H	3269	CD34+CD38-	IF0602	baseline	patient	JAK2_mix	batch_2	CRKPL2	-71	398	302	68	5524	4946	TRUE	TRUE	JAK2_HET	TRUE	2148726	1926692	163316	2148726	pass	47	117276	1353997	58718	20583	0.896667141	0.076005968	0.02732689	0.702757369	0.015201658	0.086614668	TRUE
JLMPL5_10A	3602	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	138	353	575	-193	4595	716	TRUE	TRUE	JAK2_WT	TRUE	1737673	1522661	108638	1737673	pass	48	55232	1024852	106374	9863	0.876264406	0.062519243	0.061216351	0.673066428	0.009623829	0.05389266	TRUE
JLMPL5_10B	4039	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	449	23605	392	633	9481	3630	TRUE	TRUE	JAK2_HOM	TRUE	2953570	2568088	226221	2953570	pass	48	122725	1938372	159261	18701	0.86948608	0.076592395	0.053921525	0.754791892	0.009647787	0.06331344	TRUE
JLMPL5_10C	3503	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	362	521	166	268	3699	2681	TRUE	TRUE	JAK2_WT	TRUE	3143986	2778969	233789	3143986	pass	48	110746	2040998	131228	26510	0.883899928	0.0743607	0.041739372	0.734444321	0.012988744	0.05426071	TRUE
JLMPL5_10D	2757	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	183	312	-168	108	2134	1197	TRUE	TRUE	JAK2_WT	TRUE	2186060	1935354	142730	2186060	pass	47	83428	1291452	107976	18512	0.885316048	0.06529098	0.049392972	0.667294975	0.014334253	0.064600155	TRUE
JLMPL5_10E	3062	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	286	154	754	307	3824	1304	TRUE	TRUE	JAK2_WT	TRUE	2151112	1887788	169257	2151112	pass	47	86870	1345551	94067	25083	0.877587034	0.07868349	0.043729476	0.712765946	0.018641434	0.064560912	TRUE
JLMPL5_10F	2970	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	381	160	93	1087	3410	1876	TRUE	TRUE	JAK2_WT	TRUE	1803057	1591585	137508	1803057	pass	48	72404	1143934	73964	14171	0.882714745	0.076263812	0.041021443	0.718738867	0.012387952	0.063293861	TRUE
JLMPL5_10G	3321	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	293	285	493	837	4266	181	TRUE	TRUE	JAK2_WT	TRUE	1717602	1519698	123629	1717602	pass	48	51588	1113244	74275	16568	0.884778895	0.071977676	0.043243429	0.732542913	0.014882631	0.046340245	TRUE
JLMPL5_10H	3886	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	238	12	-68	615	3200	1484	TRUE	TRUE	JAK2_WT	TRUE	1591085	1392973	115904	1591085	pass	48	49206	1018118	82208	10681	0.875486225	0.072845888	0.051667887	0.730895717	0.010490925	0.048330351	TRUE
JLMPL5_11A	3985	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	241	513	708	52	7981	1491	TRUE	TRUE	JAK2_HOM	TRUE	1994166	1785590	147067	1994166	pass	48	72570	1287415	61509	12725	0.895406902	0.073748625	0.030844473	0.721002582	0.009884148	0.05636877	TRUE
JLMPL5_11B	3350	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	274	1407	303	1048	8224	8966	TRUE	TRUE	JAK2_HOM	TRUE	1791673	1581027	134504	1791673	pass	48	52976	1115692	76142	16595	0.882430555	0.075071735	0.04249771	0.705675488	0.014874177	0.047482639	TRUE
JLMPL5_11C	3739	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	224	839	185	-330	8613	3661	TRUE	TRUE	JAK2_HOM	TRUE	2890546	2576327	223255	2890546	pass	49	101053	1893995	90964	20149	0.89129424	0.077236273	0.031469487	0.735153185	0.01063836	0.053354418	TRUE
JLMPL5_11D	3499	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	75	1389	701	2407	6375	2553	TRUE	TRUE	JAK2_HOM	TRUE	2136110	1914717	152729	2136110	pass	48	89614	1311092	68664	13775	0.896356929	0.071498659	0.032144412	0.684744534	0.010506509	0.068350657	TRUE
JLMPL5_11E	3347	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	147	3704	898	660	11776	3852	TRUE	TRUE	JAK2_HOM	TRUE	2997957	2676997	222603	2997957	pass	49	145652	2015518	98357	23711	0.892940426	0.074251565	0.032808009	0.752902599	0.011764221	0.072265294	TRUE
JLMPL5_11F	4131	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	813	1004	542	1178	12262	13738	TRUE	TRUE	JAK2_HOM	TRUE	1822656	1626378	141187	1822656	pass	49	84321	1271987	55091	7788	0.892312098	0.077462231	0.030225671	0.782098012	0.006122704	0.066290772	TRUE
JLMPL5_11G	3183	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	56	170	831	940	8620	3348	TRUE	TRUE	JAK2_HOM	TRUE	3720995	3337112	271344	3720995	pass	48	143771	2418554	112539	29180	0.896833239	0.072922431	0.03024433	0.724744629	0.01206506	0.059445024	TRUE
JLMPL5_11H	3871	CD34+CD38-	OX4739	baseline	patient	JAK2_mix	batch_5	JLMPL5	331	741	520	1102	10481	8042	TRUE	TRUE	JAK2_HET	TRUE	3165294	2830467	236785	3165294	pass	49	105171	2101326	98042	15602	0.894219305	0.074806637	0.030974058	0.742395513	0.007424836	0.050049826	TRUE
JLMPL5_12A	4023	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	283	346	218	656	3263	772	TRUE	TRUE	JAK2_WT	TRUE	899616	783947	54368	899616	pass	48	23591	547609	61301	4901	0.87142403	0.060434674	0.068141296	0.698528089	0.008949816	0.043080008	TRUE
JLMPL5_12B	3626	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	118	476	801	142	2280	1407	TRUE	TRUE	JAK2_WT	TRUE	1657393	1459487	121905	1657393	pass	47	62035	1001602	76001	9515	0.88059199	0.073552259	0.045855751	0.686269902	0.009499781	0.061935779	TRUE
JLMPL5_12D	2936	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	233	384	905	260	8357	3039	TRUE	TRUE	JAK2_WT	TRUE	2145787	1945766	139827	2145787	pass	47	57299	1404227	60194	28844	0.906784317	0.065163504	0.028052179	0.721683388	0.020540838	0.040804656	TRUE
JLMPL5_12F	3491	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	216	366	632	905	3851	2385	TRUE	TRUE	JAK2_WT	TRUE	2327590	2026123	169445	2327590	pass	48	105912	1487084	132022	17664	0.870481056	0.072798474	0.056720471	0.733955441	0.01187828	0.071221263	TRUE
JLMPL5_12G	3111	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	386	407	621	28	3511	433	TRUE	TRUE	JAK2_WT	TRUE	1473384	1304582	107371	1473384	pass	48	48189	968346	61431	17783	0.885432447	0.072873738	0.041693815	0.742265339	0.018364304	0.049764237	TRUE
JLMPL5_12H	3174	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	342	137	860	538	5775	405	TRUE	TRUE	JAK2_WT	TRUE	2226059	1975004	151996	2226059	pass	49	78701	1502676	99059	15277	0.88721997	0.068280311	0.044499719	0.760847067	0.01016653	0.052373898	TRUE
JLMPL5_1A	2787	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	105	73	516	382	5548	638	TRUE	TRUE	JAK2_WT	TRUE	2534342	2302730	148117	2534342	pass	48	63074	1685472	83495	20925	0.908610598	0.058443967	0.032945435	0.731945126	0.01241492	0.037422158	TRUE
JLMPL5_1B	2689	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	211	431	53	393	4171	382	TRUE	TRUE	JAK2_WT	TRUE	3948205	3497745	250407	3948205	pass	48	119785	2503713	200053	38897	0.885907647	0.063422999	0.050669355	0.715807756	0.015535726	0.047842944	TRUE
JLMPL5_1C	4067	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	384	933	614	474	6494	4819	TRUE	TRUE	JAK2_HOM	TRUE	2364265	2112445	166345	2364265	pass	48	75675	1573830	85475	13203	0.893489097	0.070358018	0.036152885	0.745027681	0.008389089	0.048083338	TRUE
JLMPL5_1D	3086	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	288	64	975	704	2519	610	TRUE	TRUE	JAK2_WT	TRUE	1818641	1497694	135286	1818641	pass	47	66881	1045848	185661	17356	0.823523719	0.074388513	0.102087768	0.698305528	0.016595146	0.063949063	TRUE
JLMPL5_1E	2914	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	183	148	376	482	4232	1723	TRUE	TRUE	JAK2_WT	TRUE	2316859	2041323	170596	2316859	pass	47	78186	1479024	104940	22532	0.881073471	0.073632448	0.045294081	0.724541878	0.015234371	0.05286324	TRUE
JLMPL5_1F	3388	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	178	2399	893	1041	3988	3039	TRUE	TRUE	JAK2_WT	TRUE	3066112	2584777	214039	3066112	pass	47	106481	1772422	267296	23182	0.843014541	0.069807952	0.087177507	0.685715634	0.013079278	0.060076551	TRUE
JLMPL5_1G	3205	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	273	310	519	588	5676	1832	TRUE	TRUE	JAK2_WT	TRUE	2696225	2339674	197491	2696225	pass	47	76261	1614115	159060	17416	0.867759182	0.073247225	0.058993593	0.689888848	0.010789814	0.047246324	TRUE
JLMPL5_1H	4156	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	381	26759	-673	2237	2810	1703	TRUE	TRUE	JAK2_HOM	TRUE	2996579	2622381	237674	2996579	pass	47	149843	1909322	136524	18420	0.875124934	0.079315112	0.045559954	0.728087185	0.009647404	0.078479691	TRUE
JLMPL5_2A	3130	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	197	155	367	791	5239	417	TRUE	TRUE	JAK2_WT	TRUE	1095435	946708	70237	1095435	pass	48	39036	662138	78490	7445	0.864230192	0.064117907	0.071651901	0.699411012	0.01124388	0.058954478	TRUE
JLMPL5_2B	3259	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	403	363	996	518	5748	2133	TRUE	TRUE	JAK2_WT	TRUE	1132874	1010286	80339	1132874	pass	48	30472	749179	42249	6742	0.891790261	0.070916095	0.037293644	0.741551402	0.008999184	0.040673858	TRUE
JLMPL5_2C	3594	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	295	454	230	674	6005	908	TRUE	TRUE	JAK2_WT	TRUE	1547948	1394603	103445	1547948	pass	48	54258	1021839	49900	8318	0.900936595	0.06682718	0.032236225	0.732709595	0.008140226	0.053098384	TRUE
JLMPL5_2D	2911	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	381	353	48	1092	3280	443	TRUE	TRUE	JAK2_WT	TRUE	1668363	1447831	124634	1668363	pass	47	73904	1016657	95898	14440	0.867815338	0.074704366	0.057480297	0.702193143	0.014203414	0.07269315	TRUE
JLMPL5_2E	2855	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	238	370	-36	62	10067	796	TRUE	TRUE	JAK2_WT	TRUE	1880994	1636402	152099	1880994	pass	47	85583	1115301	92493	19925	0.869966624	0.08086097	0.049172406	0.681556855	0.017865132	0.076735339	TRUE
JLMPL5_2F	3586	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	387	258	744	605	5563	792	TRUE	TRUE	JAK2_WT	TRUE	977609	870895	69283	977609	pass	48	39664	643878	37431	7538	0.89084184	0.070869847	0.038288314	0.739329081	0.011707187	0.061601732	TRUE
JLMPL5_2G	2825	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	158	247	371	-83	2808	637	TRUE	TRUE	JAK2_WT	TRUE	1753706	1571691	111890	1753706	pass	48	43776	1184428	70125	15896	0.896211224	0.063802028	0.039986748	0.753601058	0.013420824	0.036959613	TRUE
JLMPL5_2H	2933	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	150	338	621	646	3905	703	TRUE	TRUE	JAK2_WT	TRUE	1318659	1174110	92304	1318659	pass	49	60751	839959	52245	10632	0.89038182	0.069998385	0.039619796	0.715400601	0.012657761	0.072326149	TRUE
JLMPL5_4B	2650	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	117	177	738	587	3680	233	TRUE	TRUE	JAK2_WT	TRUE	3799673	3449792	220096	3799673	pass	48	89511	2645872	129785	38767	0.907918129	0.057924985	0.034156887	0.766965661	0.01465188	0.033830435	TRUE
JLMPL5_4C	2339	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	189	236	98	50	4129	454	TRUE	TRUE	JAK2_WT	TRUE	3494804	3107490	242368	3494804	pass	48	78258	2303183	144946	41357	0.889174329	0.069350956	0.041474715	0.741171492	0.017956454	0.033978195	TRUE
JLMPL5_4D	3322	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	247	75	605	670	4524	216	TRUE	TRUE	JAK2_WT	TRUE	1944903	1760910	126738	1944903	pass	47	60077	1251469	57255	12736	0.905397339	0.065164175	0.029438486	0.71069447	0.01017684	0.048005184	TRUE
JLMPL5_4E	2459	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	254	220	-120	142	1844	457	TRUE	TRUE	JAK2_WT	TRUE	3187813	2804972	239106	3187813	pass	45	73833	2032857	143735	41454	0.879904812	0.075006282	0.045088906	0.724733438	0.02039199	0.03631982	TRUE
JLMPL5_4F	3016	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	215	410	595	891	6436	783	TRUE	TRUE	JAK2_WT	TRUE	3625109	3209370	254347	3625109	pass	48	133228	2347510	161392	27999	0.885316828	0.07016258	0.044520592	0.731455083	0.011927106	0.0567529	TRUE
JLMPL5_4G	2970	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	257	73	555	986	4244	462	TRUE	TRUE	JAK2_WT	TRUE	3401393	3039139	236822	3401393	pass	47	113521	2198139	125432	28453	0.89349834	0.069625004	0.036876656	0.723276889	0.012944131	0.051644141	TRUE
JLMPL5_4H	3882	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	139	210	880	1592	4256	1427	TRUE	TRUE	JAK2_WT	TRUE	2566567	2312442	174691	2566567	pass	47	80922	1803910	79434	14427	0.900986415	0.068064072	0.030949513	0.780088755	0.007997627	0.044859222	TRUE
