geo_id	genes.detected	plate	protease	targeting_primers	type	method	purpose	primer_mix	plate_method	genotyping_sequencing	rnaseq	input.reads	unique.mapped	multimap	Total.sequences	Per.base.sequence.quality	GC.content	MReads	lib.size	unmapped	ercc.count	pc.uniquemapped	pc.multimap	pc.unmapped	pc.ingenes.total	pc.ercc	pc.mit.reads	pass.qc
CLPL2_11D	8909	CLPL2	FALSE	FALSE	JURKAT	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	3734635	3475190	235650	3734635	pass	51	68476	3300488	23795	17954	0.930530025	0.063098536	0.006371439	0.949728792	0.005439802	0.020747235	TRUE
CLPL2_2B	8920	CLPL2	TRUE	TRUE	JURKAT	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	2613838	2432693	157560	2613838	pass	51	85127	2190332	23585	14389	0.930697694	0.060279176	0.00902313	0.900373372	0.006569324	0.038864884	TRUE
CLPL2_2C	9435	CLPL2	TRUE	TRUE	JURKAT	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	2891395	2664320	203070	2891395	pass	49	92854	2409087	24005	11954	0.921465244	0.070232535	0.008302221	0.904203324	0.004962046	0.038543232	TRUE
CLPL2_2D	9121	CLPL2	TRUE	TRUE	JURKAT	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	1812164	1670899	127724	1812164	pass	50	53393	1535871	13541	6193	0.922046239	0.07048148	0.007472282	0.919188413	0.00403224	0.034763987	TRUE
CLPL2_3B	8687	CLPL2	TRUE	TRUE	JURKAT	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	3939140	3646421	249791	3939140	pass	51	116943	3313658	42928	18598	0.925689618	0.063412572	0.01089781	0.908742573	0.005612529	0.03529121	TRUE
CLPL2_3C	8728	CLPL2	TRUE	TRUE	JURKAT	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	2479416	2259853	191582	2479416	pass	50	124206	1985303	27981	13573	0.911445679	0.077269002	0.011285319	0.878509797	0.00683674	0.062562742	TRUE
CLPL2_4B	6617	CLPL2	TRUE	TRUE	SET2	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	1359654	1237763	103219	1359654	pass	48	96871	981570	18672	23308	0.910351457	0.075915637	0.013732906	0.793019342	0.023745632	0.098689854	TRUE
CLPL2_4C	7400	CLPL2	TRUE	TRUE	SET2	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	4907602	4456290	382673	4907602	pass	51	196905	3783664	68639	53151	0.908038182	0.077975557	0.01398626	0.849061439	0.014047495	0.052040826	TRUE
CLPL2_4D	6920	CLPL2	TRUE	TRUE	SET2	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	5798700	5237138	510760	5798700	pass	50	308519	4502137	50802	73199	0.903157259	0.088081811	0.008760929	0.85965598	0.016258723	0.068527235	TRUE
CLPL2_4E	6862	CLPL2	TRUE	TRUE	SET2	TARGET-seq	notapplicable	notapplicable	CLPL2_TarGeT-seq	FALSE	TRUE	4254416	3852785	358360	4254416	pass	50	313642	3179709	43271	63372	0.905596679	0.084232478	0.010170844	0.825301438	0.019930126	0.098638586	TRUE
CLPL2_8C	6412	CLPL2	FALSE	FALSE	SET2	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	2579611	2385626	180322	2579611	pass	50	98931	2212904	13663	24217	0.924800677	0.069902788	0.005296535	0.927598878	0.010943538	0.044706413	TRUE
CLPL2_9B	7647	CLPL2	FALSE	FALSE	SET2	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	1430290	1312600	94734	1430290	pass	50	58639	1197063	22956	17394	0.917715988	0.06623412	0.016049892	0.911978516	0.014530564	0.048985726	TRUE
CLPL2_9C	6987	CLPL2	FALSE	FALSE	SET2	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	2190835	2030317	143248	2190835	pass	51	89692	1827380	17270	33996	0.926732045	0.065385116	0.007882839	0.900046643	0.018603684	0.049082293	TRUE
CLPL2_9D	6966	CLPL2	FALSE	FALSE	SET2	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	2703359	2493129	192442	2703359	pass	50	117552	2278106	17788	39543	0.922233784	0.071186254	0.006579962	0.913753761	0.01735784	0.05160076	TRUE
CLPL2_9E	7431	CLPL2	FALSE	FALSE	SET2	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	3969680	3674647	276486	3969680	pass	50	142646	3469863	18547	37872	0.925678392	0.069649443	0.004672165	0.94427111	0.010914552	0.04110998	TRUE
JMML2_PL1_3A	4367	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	1573013	1356641	110274	1573013	pass	50	68697	1024100	106098	20929	0.862447418	0.07010368	0.067448902	0.754879146	0.020436481	0.067080363	TRUE
JMML2_PL1_3B	2594	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	1620232	1449856	129234	1620232	pass	50	71569	1138109	41142	44297	0.894844689	0.079762651	0.02539266	0.784980715	0.03892158	0.062884135	TRUE
JMML2_PL1_3C	3235	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	1891287	1698590	156760	1891287	pass	49	82844	1316058	35937	31317	0.898113295	0.082885358	0.019001347	0.774794388	0.023796064	0.062948593	TRUE
JMML2_PL1_3D	3541	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	1038641	955881	62399	1038641	pass	50	29964	728825	20361	22458	0.920318955	0.060077544	0.019603501	0.762464156	0.030813981	0.04111275	TRUE
JMML2_PL1_3E	4295	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	1860120	1678676	146131	1860120	pass	49	60331	1356205	35313	26749	0.902455756	0.078559985	0.018984259	0.807901584	0.019723419	0.044485163	TRUE
JMML2_PL1_3F	4479	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	911913	822426	75614	911913	pass	49	36246	680420	13873	11699	0.901868928	0.082917998	0.015213074	0.827332793	0.017193792	0.053270039	TRUE
JMML2_PL1_3G	4725	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	1124799	1015311	90364	1124799	pass	49	52331	823468	19124	13365	0.902659942	0.080337909	0.017002149	0.811050013	0.016230139	0.063549525	TRUE
JMML2_PL1_3H	3618	JMML2_PL1	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL1_TarGeT-seq	FALSE	TRUE	3915943	3528368	310108	3915943	pass	49	182268	2830257	77467	65218	0.901026394	0.079191142	0.019782464	0.802143371	0.023043137	0.064399805	TRUE
JMML2_PL1_5A	4539	JMML2_PL1	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL1_tSMART-seq	FALSE	TRUE	1191141	1109776	68666	1191141	pass	49	37788	827330	12699	10076	0.931691546	0.057647247	0.010661206	0.745492784	0.012178937	0.04567464	TRUE
JMML2_PL1_5B	3385	JMML2_PL1	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL1_tSMART-seq	FALSE	TRUE	1807532	1661693	126673	1807532	pass	50	93293	1248255	19166	30948	0.919315951	0.07008064	0.010603408	0.751194715	0.024793011	0.074738735	TRUE
JMML2_PL1_5C	2711	JMML2_PL1	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL1_tSMART-seq	FALSE	TRUE	1864778	1731620	111536	1864778	pass	49	77466	1354074	21622	51396	0.928593109	0.059811945	0.011594946	0.781969485	0.037956567	0.057209576	TRUE
JMML2_PL4_10A	4113	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2335193	2108729	197239	2335193	pass	50	91736	1791905	29225	27466	0.903021292	0.084463682	0.012515026	0.849755943	0.015327822	0.051194678	TRUE
JMML2_PL4_10B	3799	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2560724	2328050	200091	2560724	pass	48	123533	1909823	32583	32994	0.909137416	0.078138448	0.012724136	0.820353085	0.017275947	0.064682958	TRUE
JMML2_PL4_10C	3297	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2267658	2067298	157534	2267658	pass	51	86825	1713547	42826	36529	0.911644525	0.069469911	0.018885564	0.828882435	0.02131777	0.050669751	TRUE
JMML2_PL4_10D	3607	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	1765099	1627175	120029	1765099	pass	49	61438	1280708	17895	31266	0.921860474	0.068001285	0.010138242	0.787074531	0.024413059	0.047971903	TRUE
JMML2_PL4_10E	3453	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2372937	2166808	175229	2372937	pass	50	104600	1728122	30900	38412	0.913133387	0.073844775	0.013021837	0.797542745	0.022227597	0.060528134	TRUE
JMML2_PL4_10F	4533	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	1439454	1309043	110670	1439454	pass	49	58482	1085015	19741	12641	0.909402454	0.076883318	0.013714228	0.828861237	0.01165053	0.053899716	TRUE
JMML2_PL4_10G	3791	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2949215	2685893	223917	2949215	pass	50	94330	2269350	39405	46449	0.910714546	0.075924271	0.013361183	0.844914522	0.020467975	0.041566969	TRUE
JMML2_PL4_10H	3563	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	9340768	8392145	737843	9340768	pass	50	411596	7076141	210780	106239	0.898442719	0.078991685	0.022565596	0.843186218	0.015013692	0.058166732	TRUE
JMML2_PL4_11A	3741	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2068340	1892550	153282	2068340	pass	50	87122	1559878	22508	26275	0.915009138	0.074108706	0.010882157	0.824220232	0.016844266	0.055851804	TRUE
JMML2_PL4_11B	3299	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	2321665	2143120	149686	2321665	pass	49	102044	1721658	28859	39493	0.92309614	0.064473557	0.012430303	0.803341857	0.022938934	0.059270773	TRUE
JMML2_PL4_11C	4082	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	1744861	1616198	107677	1744861	pass	49	53777	1233809	20986	26063	0.926261748	0.061710933	0.012027319	0.763402133	0.021124015	0.043586163	TRUE
JMML2_PL4_11D	4267	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	7103023	4246695	295392	7103023	pass	49	162390	3230389	2560936	47256	0.597871498	0.0415868	0.360541702	0.760683072	0.014628579	0.050269488	TRUE
JMML2_PL4_11G	3519	JMML2_PL4	FALSE	FALSE	HSPC	SMART-seq	notapplicable	notapplicable	JMML2_PL4_SMART-seq	FALSE	TRUE	1801408	741565	74601	1801408	pass	46	19064	496374	985242	19022	0.411658547	0.041412606	0.546928847	0.66936007	0.03832191	0.038406524	TRUE
JMML2_PL4_3A	3031	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	2173371	1893744	186251	2173371	pass	49	85967	1338594	93376	66385	0.8713395	0.085696828	0.042963673	0.706850556	0.049593081	0.064221863	TRUE
JMML2_PL4_3B	2373	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	2090658	1832594	156719	2090658	pass	50	84701	1318082	101345	87797	0.876563264	0.074961567	0.048475169	0.71924387	0.066609665	0.064260797	TRUE
JMML2_PL4_3C	3729	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	2263195	2038321	180263	2263195	pass	49	77402	1625065	44611	35251	0.900638699	0.079649787	0.019711514	0.797256664	0.021692055	0.047630095	TRUE
JMML2_PL4_3D	3987	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	1500899	1368833	95605	1500899	pass	49	41167	970431	36461	24703	0.912008736	0.06369849	0.024292774	0.708947695	0.0254557	0.042421357	TRUE
JMML2_PL4_3E	4136	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	2085833	1873816	177508	2085833	pass	49	93973	1502313	34509	23814	0.898353799	0.085101732	0.016544469	0.801739872	0.015851557	0.062552211	TRUE
JMML2_PL4_3F	3870	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	2184342	1954445	184847	2184342	pass	49	107589	1390500	45050	32588	0.894752287	0.084623653	0.02062406	0.71145517	0.023436174	0.077374326	TRUE
JMML2_PL4_3G	2206	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	10140613	8745568	926385	10140613	pass	49	459989	5222869	468660	334770	0.862429914	0.091353945	0.046216141	0.597201806	0.064096955	0.088072092	TRUE
JMML2_PL4_3H	3148	JMML2_PL4	TRUE	TRUE	HSPC	TARGET-seq	notapplicable	ABL_U2AF1_RUNX1_JAK2	JMML2_PL4_TarGeT-seq	FALSE	TRUE	11998590	10794342	858145	11998590	pass	48	874429	7233799	346103	247888	0.899634207	0.071520487	0.028845306	0.670147286	0.034268024	0.12088102	TRUE
JMML2_PL4_5B	3615	JMML2_PL4	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL4_tSMART-seq	FALSE	TRUE	520321	469366	43646	520321	pass	50	22019	412391	7309	9990	0.902070068	0.083882834	0.014047098	0.878612852	0.024224583	0.053393503	TRUE
JMML2_PL4_5C	2384	JMML2_PL4	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL4_tSMART-seq	FALSE	TRUE	4567600	4253716	259634	4567600	pass	49	134459	3227409	54250	136284	0.931280322	0.056842543	0.011877135	0.758726958	0.042227062	0.041661593	TRUE
JMML2_PL4_5D	3353	JMML2_PL4	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL4_tSMART-seq	FALSE	TRUE	1097341	1027760	58314	1097341	pass	50	34170	798100	11267	18979	0.936591269	0.053141184	0.010267547	0.776543162	0.023780228	0.042814184	TRUE
JMML2_PL4_5F	4012	JMML2_PL4	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL4_tSMART-seq	FALSE	TRUE	1109550	1035452	61106	1109550	pass	49	17017	834822	12992	18547	0.933217971	0.055072777	0.011709251	0.806239208	0.022216712	0.020383986	TRUE
JMML2_PL4_5G	2815	JMML2_PL4	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL4_tSMART-seq	FALSE	TRUE	5747369	5258439	388687	5747369	pass	48	169552	3722278	100243	156819	0.91492977	0.067628684	0.017441546	0.707867487	0.042129846	0.045550601	TRUE
JMML2_PL4_5H	3777	JMML2_PL4	FALSE	TRUE	HSPC	tSMART-seq	notapplicable	notapplicable	JMML2_PL4_tSMART-seq	FALSE	TRUE	4132895	3815182	270990	4132895	pass	49	174308	3035433	46723	72457	0.923125799	0.06556905	0.011305151	0.795619449	0.0238704	0.057424427	TRUE
JURKATPL15_10A	8088	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	2319877	2180166	125028	2319877	pass	49	60056	2005794	14683	2763	0.939776548	0.053894237	0.006329215	0.920018934	0.001377509	0.02994126	TRUE
JURKATPL15_10B	8328	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	1981237	1848260	112364	1981237	pass	48	48514	1643938	20613	1713	0.932881831	0.056714063	0.010404106	0.889451701	0.00104201	0.029510845	TRUE
JURKATPL15_10C	8053	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	860726	802325	50012	860726	pass	48	29169	718105	8389	1196	0.932149139	0.058104437	0.009746423	0.895030069	0.001665495	0.040619408	TRUE
JURKATPL15_10D	7176	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	2342352	2172573	150449	2342352	pass	48	85851	1978428	19330	3139	0.927517726	0.064229885	0.008252389	0.910638216	0.001586613	0.043393543	TRUE
JURKATPL15_10E	7501	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	2904741	2716421	166830	2904741	pass	50	69438	2508332	21490	4030	0.935168058	0.057433692	0.00739825	0.923395895	0.001606645	0.027682938	TRUE
JURKATPL15_10F	7280	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	4491066	4193100	257918	4491066	pass	50	95663	3922522	40048	6277	0.933653614	0.057429127	0.008917259	0.935470654	0.001600246	0.024388136	TRUE
JURKATPL15_10G	7155	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	3959728	3660410	264148	3959728	pass	49	133057	3383211	35170	7309	0.924409454	0.066708622	0.008881923	0.924271052	0.002160374	0.039328614	TRUE
JURKATPL15_10H	6093	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	6563895	6159119	355756	6563895	pass	49	226307	5547509	49020	17564	0.938332956	0.054198917	0.007468127	0.90069846	0.003166106	0.040794346	TRUE
JURKATPL15_11A	7651	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	1492884	1398614	80790	1492884	pass	49	44316	1254857	13480	2305	0.936853768	0.05411673	0.009029503	0.897214671	0.001836863	0.035315578	TRUE
JURKATPL15_11B	7172	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	938435	865398	60308	938435	pass	49	41629	750198	12729	1400	0.922171488	0.06426444	0.013564072	0.866882059	0.001866174	0.055490684	TRUE
JURKATPL15_11C	7552	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	1546880	1447373	82396	1546880	pass	49	34113	1318269	17111	2249	0.93567245	0.053265929	0.011061621	0.910801155	0.001706025	0.025877116	TRUE
JURKATPL15_11E	7859	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	4518428	4201898	259733	4518428	pass	49	92090	3884602	56797	5181	0.929946875	0.057483045	0.01257008	0.924487458	0.001333727	0.023706418	TRUE
JURKATPL15_11F	7681	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	2397605	2246072	131677	2397605	pass	49	79179	2050261	19856	3636	0.93679818	0.054920222	0.008281598	0.912820693	0.001773433	0.038618986	TRUE
JURKATPL15_11G	7264	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	4443942	4121702	271057	4443942	pass	49	110599	3507188	51183	7226	0.927487802	0.06099472	0.011517477	0.850907708	0.00206034	0.031534951	TRUE
JURKATPL15_11H	6933	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	2506478	2320750	159444	2506478	pass	48	104092	2071571	26284	5488	0.925900806	0.063612767	0.010486428	0.892629969	0.002649197	0.050247855	TRUE
JURKATPL15_2B	7866	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	839798	776530	51929	839798	pass	49	20649	692534	11339	1124	0.924662836	0.061835108	0.013502056	0.89183161	0.001623025	0.029816587	TRUE
JURKATPL15_2C	7634	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	466181	428348	31759	466181	pass	48	14786	378954	6074	650	0.918844826	0.0681259	0.013029274	0.884687217	0.001715248	0.039017928	TRUE
JURKATPL15_2D	7248	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	899192	829735	59444	899192	pass	50	24348	745427	10013	2051	0.922756208	0.066108239	0.011135553	0.898391655	0.002751443	0.032663158	TRUE
JURKATPL15_2E	7820	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1785066	1650044	114219	1785066	pass	49	47205	1491238	20803	2195	0.92436022	0.063985869	0.011653911	0.903756506	0.001471931	0.031654907	TRUE
JURKATPL15_2F	7820	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1471531	1365467	90431	1471531	pass	49	42690	1225173	15633	2365	0.927922687	0.061453683	0.010623629	0.897255664	0.00193034	0.034844059	TRUE
JURKATPL15_2G	8292	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1659091	1526329	111037	1659091	pass	49	48232	1356702	21725	1673	0.919979073	0.066926407	0.01309452	0.888866031	0.001233137	0.035550917	TRUE
JURKATPL15_2H	8140	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1345471	1247353	77869	1345471	pass	49	40318	1115362	20249	1409	0.927075351	0.0578749	0.015049748	0.894183122	0.001263267	0.036147905	TRUE
JURKATPL15_3A	7989	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	2379629	2187611	160230	2379629	pass	50	98332	1930756	31788	3541	0.91930759	0.067334026	0.013358385	0.882586529	0.001833997	0.050929273	TRUE
JURKATPL15_3B	7485	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	255890	235366	17527	255890	pass	49	8367	210300	2997	380	0.919793661	0.068494275	0.011712064	0.893502035	0.001806942	0.03978602	TRUE
JURKATPL15_3C	7647	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	946560	864772	67970	946560	pass	48	46679	726454	13818	1717	0.91359449	0.071807387	0.014598124	0.840052638	0.002363536	0.064255961	TRUE
JURKATPL15_3D	7788	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1764595	1630492	113406	1764595	pass	50	54478	1435520	20697	1952	0.924003525	0.064267438	0.011729037	0.88042137	0.001359786	0.037950011	TRUE
JURKATPL15_3E	7657	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1608614	1488157	102447	1608614	pass	50	40268	1342946	18010	2170	0.925117524	0.063686503	0.011195974	0.902422258	0.001615851	0.029984824	TRUE
JURKATPL15_3F	7732	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	2629924	2438406	163841	2629924	pass	50	74282	2182799	27677	3743	0.927177363	0.062298758	0.010523878	0.895174553	0.001714771	0.034030618	TRUE
JURKATPL15_3G	7928	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	2707460	2499299	178140	2707460	pass	50	103567	2248747	30021	4054	0.923115762	0.065795986	0.011088252	0.89975109	0.001802782	0.046055426	TRUE
JURKATPL15_3H	8155	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1718420	1584998	112608	1718420	pass	49	60226	1403624	20814	2045	0.922357747	0.065529964	0.012112289	0.88556831	0.001456943	0.042907502	TRUE
JURKATPL15_4A	8418	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1930877	1791594	115980	1930877	pass	49	50902	1596868	23303	2146	0.927865421	0.06006597	0.012068609	0.891311313	0.001343881	0.031876148	TRUE
